layer,neuron,max_corr,mean_corr,min_corr,max_baseline,min_baseline,mean_baseline,w_in_norm,input_bias,w_out_norm,in_out_sim,l2_penalty,mean,var,skew,kurt,vocab_mean,vocab_var,vocab_skew,vocab_kurt,sparsity,excess_corr
14,355,0.8955,0.8828,0.8677,0.4058,0.3599,0.3731,0.50927407,-0.3287157,0.4147775,0.19556338,0.4314004528806149,-1.0467631,0.57945913,1.3158762,6.030004,-5.1797702e-05,0.0021415881,0.62365836,3.8469858,0.08518705,0.5097
14,358,0.7856,0.6918,0.644,0.10583,0.0927,0.10002,0.6459975,-0.3907913,0.5019409,0.4555432,0.66925743709906,-1.4369158,0.30365184,0.8553017,8.342707,0.0003265466,0.0008705774,0.17903763,3.498332,0.013028152,0.59178
14,437,0.8154,0.769575,0.6953,0.1449,0.1064,0.12021,0.57904965,-0.39669776,0.5414731,0.52508825,0.6284916151887325,-1.3012825,0.32441393,1.0815283,7.9177704,-0.0005861195,0.0010793892,0.829922,6.400945,0.028675767,0.649365
14,555,0.779,0.7262500000000001,0.6665,0.113,0.09296,0.10199,0.60890347,-0.3704531,0.5859282,0.3929983,0.7140752913332808,-1.4541887,0.4048202,0.68097353,4.4427257,-0.0010489534,0.002930915,1.2941239,4.948593,0.025985511,0.62426
14,640,0.7256,0.6743,0.6436,0.1444,0.1154,0.133,0.6179279,-0.4330668,0.5400471,0.4159935,0.67348575981682,-1.3375823,0.2719778,0.8059189,6.589566,0.00019434527,0.0008384377,0.19241655,3.6767645,0.017937744,0.5413
14,803,0.844,0.7975,0.7563,0.2345,0.2103,0.218,0.6949022,-0.3742304,0.58765894,0.567595,0.8282320973267636,-1.2464983,0.584814,1.6336368,7.982221,-0.0002506782,0.00092970673,1.6314392,17.31375,0.066869,0.5795
14,934,0.666,0.654675,0.6377,0.1041,0.08636,0.097815,0.67969584,-0.47277552,0.5233352,0.50112706,0.7358661664723456,-1.5643258,0.27159312,0.94667506,9.8224745,-6.0424303e-05,0.00081870216,0.14561723,3.3474786,0.007920931,0.55686
14,943,0.7275,0.716875,0.7075,0.189,0.1686,0.177425,0.53994215,-0.26522803,0.40445393,0.27576077,0.4551205068390674,-0.9140839,0.26855305,0.8370976,6.486519,-0.00029725806,0.0008841788,0.04398693,3.137968,0.055320725,0.53945
14,1101,0.663,0.608625,0.4622,0.09064,0.0833,0.0865175,0.59882474,-0.33757186,0.5822654,0.15238953,0.6976240652732275,-1.2445793,0.3461458,0.35446176,3.7960641,0.00047446508,0.0028535032,-0.3651485,2.7242203,0.03457259,0.5221075
14,1187,0.747,0.6975,0.608,0.2227,0.1805,0.1931,0.59004194,-0.34066802,0.49401048,0.40458712,0.592195845308794,-1.2853309,0.36462063,0.8358228,5.425052,0.0005224188,0.001157883,0.4792412,4.0777187,0.03462468,0.5044
14,1188,0.9004,0.816775,0.7124,0.1744,0.1556,0.168625,0.6017647,-0.36743686,0.4575584,0.43354836,0.5714804435766501,-1.2055539,0.3699753,1.4732339,8.514933,0.00015209106,0.0010006323,0.17339656,3.5877223,0.040006723,0.64815
14,1252,0.7114,0.6859999999999999,0.6606,0.172,0.1554,0.163875,0.5444552,-0.15494975,0.47715962,0.5446074,0.5241127677655845,-1.0109862,0.26161563,0.91750365,6.399792,0.00011031873,0.0012346786,0.20613086,3.7274842,0.043357722,0.522125
14,1368,0.693,0.6123999999999999,0.568,0.1168,0.10297,0.109845,0.52359885,-0.24874094,0.43360516,0.11970864,0.462169190499948,-1.0962064,0.34586033,0.6644464,4.258864,0.0007881061,0.0010777029,0.7247739,5.0527864,0.052963823,0.502555
14,1406,0.819,0.759325,0.734,0.1655,0.1542,0.158725,0.5583179,-0.40226644,0.514553,0.37755975,0.57648366726941,-1.3524998,0.46079063,1.7137017,10.21953,0.000341745,0.0008857038,0.00093137467,3.3436863,0.031455208,0.6006
14,1419,0.69,0.65,0.568,0.1564,0.1186,0.1412,0.62141705,-0.33635816,0.45749626,0.28890482,0.5954619779446901,-1.0296671,0.34827837,0.527308,5.496922,0.00022036057,0.00091170706,0.03881946,3.054945,0.049708977,0.5088
14,1550,0.8535,0.815875,0.79,0.2291,0.1863,0.2075,0.43610108,-0.2356002,0.5113739,0.13270529,0.4516874175783764,-0.9701738,0.32746154,0.91252613,5.1590962,4.015687e-05,0.00081930176,-1.432752,14.661574,0.06619828,0.608375
14,1634,0.64,0.61915,0.5996,0.12286,0.10925,0.115935,0.55221796,-0.2705553,0.4447146,0.40789247,0.5027157507997216,-1.1373429,0.32539198,0.6275756,4.560556,-0.00017524172,0.0013278093,0.59358543,4.5519543,0.04402043,0.503215
14,1772,0.749,0.716,0.6553,0.1798,0.1318,0.1471,0.50283456,-0.2728336,0.38575435,0.36257944,0.4016490132743162,-0.8997063,0.28325808,0.6176556,5.0071387,-1.8208024e-05,0.00087983755,0.01938584,3.0799522,0.0650162,0.5689
14,1776,0.681,0.652425,0.6353,0.136,0.1263,0.131275,0.59170985,-0.37938625,0.5308379,0.35885623,0.6319094226634324,-1.4674851,0.35313305,0.9441483,5.3555727,0.0002650048,0.00090044766,0.08091342,3.5284736,0.028201785,0.52115
14,1912,0.8765,0.8665499999999999,0.849,0.3232,0.3018,0.312425,0.50708663,-0.3286049,0.4992462,0.020538114,0.5063836185391968,-1.0631553,0.4256214,1.2229977,6.138354,0.00060133456,0.0006593045,-0.002063268,3.831166,0.07133832,0.554125
14,1915,0.827,0.718,0.5205,0.1658,0.1395,0.1522,0.662322,-0.3635473,0.49015516,0.4522045,0.6789225125586256,-1.3744395,0.42924878,1.0414413,6.335697,0.00017672424,0.0010809565,0.44309452,4.175945,0.038061395,0.5658
14,2118,0.83,0.7727499999999999,0.701,0.1461,0.1365,0.140875,0.64856,-0.42349452,0.502043,0.25560823,0.672677247449,-1.4683974,0.40723398,1.1074367,6.2204638,-5.0776198e-05,0.00068532774,0.006418518,3.263831,0.029738726,0.631875
14,2130,0.8667,0.845575,0.83,0.1573,0.10626,0.1289975,0.69509363,-0.3622593,0.58869886,0.54824036,0.8297215022318766,-1.5291703,0.33491778,1.6659349,12.13747,-0.00023430685,0.0009713053,0.13887416,3.2408175,0.014811874,0.7165775
14,2598,0.796,0.7403500000000001,0.698,0.12494,0.10986,0.113915,0.6688484,-0.52136993,0.6189382,0.38721755,0.8304426776018,-1.642577,0.30104366,0.8733702,7.264723,0.00011963079,0.00089756236,0.23749912,3.7321649,0.008770793,0.6264350000000001
14,2637,0.839,0.7441,0.6294,0.1785,0.1654,0.172975,0.62806535,-0.354443,0.5019944,0.36735195,0.6464644615019824,-1.0579517,0.41298404,0.88803303,6.4287095,-0.00012647043,0.0007818336,0.017824814,4.696976,0.059624393,0.571125
14,2719,0.7173,0.645575,0.56,0.1372,0.1096,0.120535,0.64022326,-0.28522205,0.44274706,0.533579,0.6059107817836712,-1.0959855,0.31046137,0.96315926,5.864195,-0.00020675774,0.0006587043,0.7854536,13.538653,0.04523849,0.52504
14,2879,0.945,0.939,0.934,0.2573,0.2336,0.243725,0.57640207,-0.34287032,0.41417408,0.36045715,0.5037795148441313,-1.2256113,0.42095062,1.7064861,11.151947,0.00028936664,0.0024692258,-0.528013,3.212886,0.031057756,0.695275
14,2894,0.806,0.7425,0.594,0.1103,0.1046,0.108505,0.64078444,-0.27048406,0.3933101,0.40056834,0.5652975333081236,-1.108524,0.23728904,0.9892796,7.1668067,0.00012202075,0.0014660561,0.7752215,5.301581,0.026493551,0.6339950000000001
