layer,neuron,max_corr,mean_corr,min_corr,max_baseline,min_baseline,mean_baseline,w_in_norm,input_bias,w_out_norm,in_out_sim,l2_penalty,mean,var,skew,kurt,vocab_mean,vocab_var,vocab_skew,vocab_kurt,sparsity
0,2610,0.6035,0.5977,0.5903,0.524,0.509,0.5176,0.38682523,0.02412223,0.45698422,-0.118281245,0.3584683358935613,-1.1989648,2.1486228,-0.3901817,1.7593837,0.0014278941,0.0015045136,-0.025724847,2.9768064,0.29847747
2,508,0.6436,0.633,0.607,0.4932,0.456,0.4707,0.6203973,-1.0758986,0.72640187,-0.6408926,0.9125524865867868,-1.6377245,1.483534,0.4602463,1.7594271,0.0014655534,0.0022528204,-0.39732376,2.9468765,0.17713434
1,476,0.6035,0.5166,0.3767,0.271,0.2515,0.258,0.41822582,-0.3706454,0.42157426,-0.56900656,0.35263769320922,-1.0080545,0.93689203,-0.16916959,1.7606328,0.0006876125,0.001337466,-0.07923476,3.079562,0.21463235
4,1193,0.3748,0.3594,0.3386,0.2194,0.1918,0.2017,0.45219633,-0.20440163,0.46897992,-0.5950097,0.4244236862286753,-1.0867554,0.8981276,-0.19458932,1.7638674,-0.00015877857,0.001252635,-0.004307928,2.9546936,0.18607174
3,1199,0.434,0.3755,0.3103,0.2742,0.2468,0.2573,0.5633467,-0.64193743,0.52581555,-0.6327382,0.5938414970226925,-1.3485646,1.0150325,-0.19230868,1.766953,0.0007378819,0.0013574406,-0.019449873,3.0197425,0.07489622
6,82,0.4468,0.429,0.414,0.1976,0.1708,0.1812,0.45330605,-0.12925306,0.6416813,-0.78813213,0.6172412657362926,-0.92982745,0.911026,-0.4311152,1.770732,-0.00017075772,0.0015184281,0.12385554,3.2544708,0.25216335
8,918,0.438,0.3745,0.324,0.2673,0.2198,0.2344,0.53350943,-0.57987875,0.81228834,-0.6615744,0.9444446591988804,-1.4277649,1.4555115,-0.22040685,1.7719401,0.00029689688,0.0014171449,0.36806518,4.6291933,0.16139443
2,2618,0.888,0.848,0.791,0.3691,0.3206,0.351,0.2803722,-0.08504586,0.27893114,-0.16943097,0.1564111513945396,-0.75840664,0.58669496,-0.10702799,1.7768558,0.0008070136,0.00126332,0.17002575,3.1588843,0.2681543
10,2352,0.822,0.7227,0.6655,0.3975,0.3438,0.368,0.532643,-0.8989165,0.97955585,-0.56581944,1.2432382287182224,-1.6445909,1.9817353,0.049389724,1.7772822,0.0050971764,0.007251817,-0.10132187,2.2128556,0.14612176
2,2803,0.886,0.8564,0.8203,0.3298,0.262,0.2952,0.21904938,-0.19292112,0.502668,-0.5749501,0.3006577491023844,-0.6646412,0.30466402,0.04869727,1.7791654,0.00018199974,0.0013646231,-0.17344682,4.526426,0.20992257
1,2939,0.6323,0.591,0.5205,0.222,0.1868,0.2073,0.552989,-0.62321734,0.52345103,-0.6498581,0.5797978149290609,-0.8807068,0.9960339,-0.16240478,1.7808857,1.35881655e-05,0.0011080003,-0.036912262,2.9993877,0.3021922
6,1490,0.895,0.835,0.7686,0.356,0.257,0.3057,0.2531623,-0.7397371,1.0488921,-0.5518394,1.1642657875837,-0.86761427,0.39072418,0.029371824,1.780992,0.00015121672,0.00081154285,-0.07980674,4.230964,0.13188407
2,1609,0.4114,0.38,0.3591,0.2761,0.2438,0.2576,0.604519,-0.20895371,0.522286,-0.84341794,0.6382258871570001,-1.3819091,0.94594157,-0.019218154,1.781366,0.00047031938,0.001229378,-0.07288066,2.9816177,0.09874368
9,1864,0.55,0.5254,0.4998,0.395,0.3909,0.3926,0.44011506,-0.20640057,0.7025267,-0.5143641,0.6872450302516935,-1.0102026,0.8630026,0.18464549,1.7820715,0.00094502454,0.0013476679,-0.009971663,3.1666515,0.24532485
1,563,0.702,0.584,0.5024,0.2925,0.2678,0.2798,0.45475492,-0.65202993,0.45764586,-0.6289864,0.416241770439346,-1.0051435,1.1259896,-0.17573592,1.7860798,0.001264274,0.0017921117,0.074174605,3.0119853,0.2599285
0,2228,0.753,0.683,0.6113,0.3362,0.2396,0.2905,0.23154204,-0.35596436,0.5664119,0.11297969,0.3744341567489715,-0.5967938,0.44621104,-0.3080072,1.7874511,0.0001936181,0.00036375207,0.010480928,3.2598643,0.3734352
11,763,0.6064,0.5537,0.493,0.3535,0.336,0.3472,0.4347597,-0.43776006,0.75241727,-0.5443215,0.755147744938343,-0.87926126,0.7733883,0.066960864,1.7877619,-0.0008339826,0.001669233,-0.96284723,5.259737,0.25904927
4,2681,0.3452,0.291,0.2405,0.2185,0.1882,0.2012,0.46706557,-0.19193107,0.4993213,-0.71082455,0.4674720073131149,-1.0125872,1.0954292,-0.5191445,1.7896643,0.0001847931,0.0016719189,0.28621963,3.2073376,0.22518425
2,2340,0.5225,0.44,0.378,0.2786,0.2544,0.2686,0.4923024,-0.43659526,0.41034493,-0.47893316,0.4107446146224648,-0.83639985,0.7991407,-0.1526755,1.789721,0.0003237386,0.0013566699,-0.09303986,2.950864,0.28033054
5,2639,0.8438,0.717,0.533,0.1488,0.129,0.1411,0.2281341,-0.41410834,0.87171257,-0.6851317,0.8119279722788149,-0.9139123,0.4820445,-0.2157159,1.789957,0.00017337881,0.00095615746,0.05273963,4.285795,0.14124261
1,84,0.7383,0.612,0.543,0.3337,0.2908,0.3074,0.62247396,-1.0876595,0.6677761,-0.7961422,0.8333987506092915,-1.4490399,1.2418551,0.61709,1.7914462,0.001744735,0.0020247118,-0.33999598,2.8966453,0.20846136
5,2418,0.3015,0.2854,0.259,0.174,0.1588,0.1663,0.5655204,-0.7002007,0.5473384,-0.48289022,0.61939264693072,-1.1518395,0.9233358,0.07906573,1.7931597,0.00014761917,0.0019545727,-0.24602446,2.9723406,0.18075697
5,1230,0.8438,0.6187,0.377,0.1349,0.1126,0.1187,0.23725867,-0.31161702,0.885865,-0.6618701,0.8410484747151689,-1.0035127,0.43360773,-0.093452886,1.7990854,3.9307997e-05,0.0007869938,0.10583068,3.9623125,0.072709955
3,980,0.2852,0.2583,0.2335,0.2045,0.1843,0.194,0.51068753,-0.13594073,0.53912055,-0.8219777,0.5514527207298034,-0.9607987,1.1658765,-0.6268338,1.8082737,0.00015405974,0.0023368006,1.4725052,6.6007223,0.27677208
2,3066,0.3735,0.3638,0.3464,0.2372,0.2241,0.2324,0.6201561,-1.0190825,0.7440417,-0.64709306,0.9381916397061,-1.9001275,1.4149923,0.5194682,1.8154979,0.0032125637,0.003946692,-0.5899587,2.591585,0.08774455
4,2147,0.391,0.3535,0.3044,0.2169,0.2097,0.2145,0.51155156,-0.56806517,0.5447803,-0.58406186,0.5584705738065237,-1.5138425,1.1515435,0.089349344,1.817276,0.00033756686,0.001391071,0.0064649535,3.2298005,0.11649201
11,1083,0.84,0.755,0.7085,0.4846,0.466,0.4753,0.54450214,-0.14003028,0.7300637,0.20226495,0.8294755865222696,-0.3114607,1.284162,0.28129217,1.822191,-0.0024015573,0.0033326359,-0.77523845,3.4230132,0.42812085
1,954,0.5903,0.5537,0.513,0.281,0.2385,0.2615,0.43356857,-0.5740998,0.3248833,-0.46492383,0.2935308635107349,-0.818184,0.58884573,-0.2645845,1.8229986,-0.00014300675,0.0010038475,-0.004298552,3.0117452,0.20020936
3,1580,0.4949,0.4177,0.3652,0.358,0.3086,0.334,0.44894135,-0.28211403,0.58250463,-0.7515305,0.5408599797112594,-0.9179591,1.2978811,-0.67197114,1.8292478,-4.2344986e-05,0.0014606959,-0.12856461,3.0622845,0.35695493
1,631,0.4692,0.4407,0.4238,0.3748,0.3428,0.3594,0.34737295,-0.14430375,0.42516786,-0.5404352,0.3014356755686821,-0.6656994,0.7913372,-0.54800576,1.8302027,0.0005965718,0.0016287246,0.050800003,2.9490128,0.39447692
2,1699,0.7944,0.782,0.769,0.3152,0.2717,0.2998,0.29747793,-0.06687534,0.4638136,-0.65289426,0.3036161743820449,-0.55519485,0.4961284,-0.54857916,1.8310131,-0.0003281089,0.0010028655,-0.016185135,3.0090494,0.406666
1,493,0.6016,0.5454,0.5034,0.2084,0.1733,0.1914,0.54578435,-1.1903405,0.35239658,-0.30928066,0.4220639063006189,-1.4002842,1.0756868,-0.14727452,1.832278,-0.0006405763,0.00060755305,-0.008761346,3.0735712,0.11889121
8,1501,0.3823,0.335,0.27,0.2018,0.1737,0.1912,0.5703338,-0.8644979,0.67549866,-0.40701404,0.7815790830842356,-1.4850339,1.2110949,0.11857,1.8330446,0.00093563006,0.001641474,0.06433672,2.965775,0.117445014
5,2346,0.558,0.5107,0.4463,0.2074,0.2003,0.2035,0.59327304,-0.39114055,0.50681055,-0.73363686,0.608829833582144,-1.2098218,1.0125892,-0.18465227,1.834557,0.00014893546,0.0010329125,0.028000487,2.9921193,0.15886913
5,2513,0.815,0.6787,0.5645,0.1494,0.1284,0.1357,0.22901538,-0.41923073,0.8395267,-0.6649536,0.7572531242894343,-0.91877955,0.44236898,-0.19954257,1.8352157,-7.8651894e-05,0.0008052007,0.082068704,3.92388,0.11330394
2,1835,0.547,0.5146,0.437,0.3308,0.2827,0.308,0.49421182,-0.41168004,0.5528867,-0.70217896,0.5499290260646024,-1.5989368,1.0693104,0.31468737,1.8368187,-0.00027133652,0.0013423326,0.121567264,3.133012,0.10441763
7,1692,0.423,0.396,0.3472,0.31,0.293,0.3,0.40126616,-0.029905386,0.6094484,-0.6834651,0.5324418834237056,-0.7720597,0.7478734,-0.42058286,1.8403277,0.00092409883,0.0013620709,0.13703617,3.1169188,0.2942317
5,2125,0.337,0.287,0.2507,0.2927,0.258,0.273,0.5157081,-0.43615782,0.5567692,-0.65565854,0.57594678647425,-1.1982181,1.1831636,-0.44460875,1.8411763,0.0010486313,0.0016868336,-0.051550157,2.9253972,0.15745302
3,1880,0.368,0.3416,0.3066,0.2275,0.203,0.2136,0.4851848,-0.51945984,0.45135477,-0.53558135,0.4391254185527929,-1.5486958,1.0852181,0.21007791,1.8496885,-0.0003060586,0.0013205254,0.044441413,2.9993198,0.1093473
2,484,0.4187,0.3804,0.3552,0.325,0.2717,0.2986,0.46800005,-0.27170694,0.4071927,-0.48438472,0.3848299417332925,-1.1280793,0.833525,-0.11896737,1.8528022,0.00026051703,0.001274862,-0.019734254,2.9757037,0.16146503
2,2989,0.9146,0.8877,0.8745,0.387,0.3628,0.376,0.25346836,-0.099002495,0.3493362,-0.23404655,0.1862819901515295,-0.46216962,0.41212806,0.23939344,1.8530647,-5.5095825e-05,0.000522945,-0.043906897,3.09925,0.30487433
1,290,0.8784,0.7207,0.6055,0.2983,0.2311,0.271,0.3276473,-0.21935332,0.3221874,-0.34541407,0.21115747391605,-0.41424146,0.34144914,0.15979621,1.854133,0.0001354485,0.00055675436,-0.043598678,3.0676641,0.34290674
4,110,0.3955,0.3582,0.3262,0.2434,0.1943,0.2185,0.58291996,-0.77832043,0.48572016,-0.27386773,0.5757197535968273,-1.2945118,1.1971345,-0.12251537,1.8541753,-0.00049434206,0.0012108353,-0.006065131,2.9909627,0.14603029
1,1182,0.8604,0.7236,0.644,0.288,0.1742,0.2311,0.43745008,-0.4840371,0.5743266,-0.6946983,0.5212136159595664,-1.7171472,1.2325388,0.6683628,1.8577062,0.00067798095,0.0006329127,-0.097649574,2.9948266,0.17074701
2,1171,0.2281,0.2122,0.1904,0.192,0.1814,0.186,0.5048395,-0.18187574,0.39596918,-0.59540534,0.4116545122701224,-1.1256348,0.7151874,-0.1273432,1.857842,-0.0013192854,0.0016309386,0.33989233,3.3549073,0.11663973
0,412,0.741,0.692,0.661,0.534,0.5073,0.518,0.37990883,-0.25006187,0.45686105,-0.09208009,0.3530527381190713,-0.6812067,1.3168818,-0.13791458,1.864571,0.0024727425,0.0019616887,-0.098192304,2.8309186,0.37222037
10,2744,0.8003,0.664,0.5483,0.4062,0.3735,0.396,0.44214824,0.25754726,0.73819035,-0.29743972,0.74042005896822,-0.56107765,0.9643448,-0.08542029,1.8676267,0.0017115425,0.0018583325,-0.17325638,2.9208755,0.38776508
2,1539,0.68,0.5786,0.4412,0.3108,0.2494,0.2812,0.5908709,-0.6611862,0.4282609,-0.5478512,0.53253581893562,-1.0613759,0.9075097,0.1510923,1.8685228,0.0016238546,0.002091404,0.040247776,2.900608,0.21849188
3,2436,0.4802,0.4102,0.379,0.3062,0.2869,0.2957,0.6124224,-0.516464,0.47243127,-0.74101883,0.5982525008955729,-1.3187878,0.8862165,-0.20093438,1.8687379,-0.0012417487,0.0014355186,0.26216945,3.5029635,0.06984118
2,482,0.503,0.4595,0.43,0.3098,0.274,0.294,0.5926979,-0.475551,0.42742586,-0.6288964,0.5339836664611496,-1.136153,1.2388501,-0.3032759,1.8717679,0.00073637854,0.0012433355,-0.06345206,3.0305903,0.2344641
11,950,0.651,0.552,0.4756,0.3132,0.2676,0.2944,0.5458695,-0.6756349,0.82269126,-0.36227053,0.9747944203106376,-1.116104,1.2619507,0.04749844,1.8740314,0.004230738,0.005307196,-0.7112757,2.4757726,0.22811797
11,1677,0.8623,0.739,0.6094,0.4146,0.3762,0.3972,0.43520498,-0.4470063,0.69082594,-0.5427741,0.666643853993684,-0.602828,0.67380726,0.3127739,1.8744268,-0.0007633645,0.0014566882,-1.2293749,7.83028,0.3194368
3,1593,0.4565,0.4004,0.3027,0.2717,0.2617,0.2656,0.61758536,-1.115038,0.7668529,-0.5268095,0.9694750471247396,-1.9721526,1.6271944,0.45961928,1.8754482,0.0012071105,0.0021435788,-0.24466524,2.9194105,0.11038562
