,layer,neuron,max_corr,min_corr,max_baseline,min_baseline,excess_corr,input_weight_norm,input_bias,output_weight_norm,in_out_sim,weight_norm_penalty,mean,var,skew,kurt,vocab_mean,vocab_var,vocab_skew,vocab_kurt,sparsity
34016,11,224,0.805,0.766,0.1307,0.1195,0.6353,0.58849126,-0.81395507,1.0407358,-0.5901077,1.4294529684980275,-1.6070893,0.4464954,0.96954775,4.852377,-7.0722075e-05,0.0014176258,-1.5633816,12.641249,0.034659754
34053,11,261,0.9077,0.8457,0.3286,0.3079,0.517,0.5026682,-0.7006452,0.7333533,-0.51230437,0.7904823819121299,-0.99519855,0.72458,0.6953246,2.7612274,-5.541141e-05,0.00067099935,-0.51730245,8.171553,0.17806865
34086,11,294,0.7856,0.7183,0.1652,0.1481,0.553,0.75266355,-0.58889294,0.6203233,0.16432557,0.9513034160214925,-1.364188,0.535238,0.102154315,4.1455173,0.00011249529,0.0008104853,0.48054048,10.652837,0.030041233
34127,11,335,0.8555,0.8125,0.2499,0.2247,0.5625,0.58351773,-0.6356265,0.88202083,-0.37244758,1.1184536857782417,-1.6031852,0.6099797,0.29703662,3.2610795,0.00081908045,0.00082908466,-0.7774149,9.654676,0.038439967
34128,11,336,0.927,0.883,0.3416,0.3054,0.541,0.58811337,-0.2940287,0.56269693,0.4791847,0.6625051710041818,-0.545204,0.5147467,1.6560225,8.952013,-0.00056128926,0.0018994892,1.9769453,17.094234,0.17743807
34244,11,452,0.7856,0.681,0.1553,0.1389,0.526,0.66354316,-0.78785574,0.8646861,-0.5763387,1.1879715767159955,-1.498091,0.42858833,0.48926058,4.1717634,0.0001038,0.001387022,-1.563191,12.709189,0.027242383
34259,11,467,0.9233,0.7773,0.2598,0.2035,0.5176,0.61578923,-0.32365668,0.7182443,0.19988367,0.8950712502664828,-0.79222256,0.585012,2.0184712,14.386262,-0.0010150521,0.0006666461,1.1925586,12.482589,0.123234496
34305,11,513,0.7793,0.7104,0.2097,0.185,0.501,0.50600624,-0.7159506,0.9262574,-0.54224205,1.1139950859736976,-1.4658161,0.30912703,0.9910991,5.247314,-0.00055964483,0.0009739075,-0.5627991,7.593677,0.027980775
34346,11,554,0.828,0.7646,0.1554,0.133,0.6094,0.52803475,-0.72888374,1.068669,-0.70115775,1.4208741287685627,-1.3239326,0.2778479,0.71420574,4.5892816,0.00022479883,0.0007069951,-2.1500874,45.426888,0.024990791
34365,11,573,0.794,0.758,0.1522,0.1226,0.6055,0.6273867,-0.3434724,0.8413833,0.41036522,1.10153992885578,-1.052391,0.27395806,0.71204746,6.3384166,4.7080906e-05,0.0023164432,2.7940361,15.922967,0.034314696
34389,11,597,0.861,0.805,0.2118,0.1586,0.5933,0.41703683,-0.7578117,1.128354,-0.5911521,1.447102466892449,-1.1561753,0.49239108,0.5507342,3.4370055,-0.0006892593,0.00056137407,-1.185755,18.337124,0.077206746
34405,11,613,0.8574,0.81,0.1764,0.1494,0.634,0.41966102,-0.723495,0.8606958,-0.5386251,0.9169126318450804,-1.23242,0.403023,0.61995864,3.4652283,-0.00059138134,0.0006042273,-0.32164708,8.741329,0.057987064
34422,11,630,0.865,0.7534,0.2302,0.1927,0.5234,0.53105503,-0.5592374,0.76713765,-0.30655974,0.8705196189358234,-1.0424354,0.49234736,0.2824823,3.3963673,-0.00016815614,0.000983722,0.354136,6.3887987,0.09193077
34485,11,693,0.8154,0.743,0.1921,0.1779,0.551,0.56564337,-0.64351815,0.79451936,-0.6842503,0.9512134354397664,-0.93767303,0.46557942,0.5109063,3.7027805,0.00057077484,0.0014079408,-1.0175854,7.428129,0.115591064
34529,11,737,0.729,0.7188,0.211,0.1782,0.508,0.5456857,-0.76951313,0.9317571,-0.4200557,1.1659441765849001,-1.6169765,0.48920137,0.6037076,3.8499336,0.00078127295,0.0018529687,-0.9543991,5.8594027,0.031928882
34579,11,787,0.76,0.7207,0.1953,0.1649,0.5254,0.5877836,-0.8027655,0.942966,-0.5880451,1.2346744375849599,-1.6844805,0.41773477,0.85856736,4.7134037,-0.00029970807,0.0012057206,-1.3832759,10.819488,0.023600055
34631,11,839,0.8823,0.8306,0.282,0.2343,0.549,0.5742793,-0.6689526,1.025798,-0.6153453,1.3820582512124902,-1.4676353,0.5266572,1.040989,5.1453614,-0.0008851189,0.0024387208,-1.8208542,8.589851,0.049407076
34648,11,856,0.9175,0.878,0.2864,0.2612,0.592,0.56975627,-0.5032977,0.95286584,-0.29316762,1.2325755162432184,-1.1885765,0.49740827,0.31663227,4.954136,-2.3236619e-06,0.0024835328,2.4181392,11.3996315,0.049885273
34655,11,863,0.845,0.805,0.2612,0.2236,0.544,0.5343003,-1.0745257,1.2605126,-0.6100364,1.87436882533885,-1.9964451,0.31249747,0.37057847,4.5370154,1.6406511e-05,0.00098331,-3.1195068,43.71181,0.0042501804
34658,11,866,0.8623,0.775,0.1501,0.1271,0.625,0.47804663,-0.8034983,1.0079465,-0.575154,1.244484727316607,-1.2791405,0.39102694,0.77399373,4.1141605,-0.00018426163,0.0007760729,-0.22907394,7.280779,0.053134277
34753,11,961,0.8403,0.728,0.2036,0.1575,0.5244,0.50623924,-0.5719532,0.92766005,0.03629943,1.11683133648178,-1.5816172,0.32681778,0.7379969,5.566165,8.964598e-05,0.000588805,-2.5356743,29.978195,0.020904426
34762,11,970,0.8433,0.7163,0.2056,0.1555,0.5107,0.65931696,-0.93638545,0.8517783,-0.6118787,1.1602251260945315,-1.9266688,0.48433933,0.7592709,4.9093146,-0.00032526045,0.0018558275,-2.191595,13.577163,0.015142613
34780,11,988,0.8765,0.8066,0.23,0.186,0.5767,0.5296131,-0.53353053,1.0479871,-0.6172736,1.3787669974580201,-1.3518815,0.61654663,0.37691474,2.9863164,-0.000522478,0.0021208548,-1.7289699,9.247773,0.05541216
34789,11,997,0.75,0.7134,0.1489,0.12305,0.5645,0.5689343,-0.6652984,0.95996886,-0.48837918,1.2452264498861896,-1.1759441,0.33359894,0.3032563,3.4411306,0.00019860554,0.0012752677,-1.0008849,11.35027,0.04024549
34798,11,1006,0.833,0.811,0.1885,0.1387,0.6226,0.5512041,-0.593773,0.97875583,-0.5820096,1.2617889346157989,-1.4283742,0.40639946,0.8785389,3.8669083,0.00035983892,0.00071338366,-2.5081425,43.430676,0.03998892
34825,11,1033,0.6963,0.6836,0.1495,0.127,0.534,0.7003974,-0.7931467,0.78932893,-0.628601,1.1135966776617048,-1.5622853,0.42828768,0.4371185,4.4095216,0.00050240237,0.0008636105,-1.3158838,18.320099,0.022752497
34830,11,1038,0.8,0.7373,0.1895,0.1542,0.548,0.59934497,-0.73637235,0.9829034,-0.7092809,1.325313486795861,-1.5492642,0.32915258,0.8611653,4.8591437,7.721466e-05,0.00074234506,-2.8368754,62.092995,0.02111227
34832,11,1040,0.799,0.783,0.2142,0.1765,0.569,0.5249932,-0.9090638,0.98351383,-0.60528326,1.242917313847509,-1.6563947,0.36560586,0.79478675,4.3364573,8.882243e-05,0.0007464047,-0.8100547,14.988171,0.015846478
34898,11,1106,0.7217,0.691,0.1837,0.1532,0.5073,0.6550282,-0.7095577,0.9693328,-0.6114275,1.36866801995108,-1.7986567,0.27845064,0.933204,6.105058,0.000103118306,0.0013596113,-1.7036208,17.62527,0.0112615
35034,11,1242,0.8794,0.8438,0.1326,0.11633,0.711,0.57887113,-1.0666934,1.2044581,-0.3705393,1.785811099803087,-1.9149243,0.4133063,0.94050574,6.6679096,2.9230268e-05,0.00073750404,-1.1190625,13.499505,0.010546985
35083,11,1291,0.8223,0.8022,0.128,0.0955,0.6743,0.66817814,-0.84625584,1.0096507,-0.651606,1.4658565627843494,-1.8653147,0.36102253,1.2248465,7.315337,0.00024129491,0.0020110528,-2.3529212,16.899654,0.014834413
35154,11,1362,0.859,0.765,0.1708,0.1606,0.594,0.551549,-0.774235,0.70103896,-0.59919983,0.7956619228388815,-1.350984,0.6085692,0.86560446,3.8288126,-0.00018202294,0.00061398227,-0.99886495,25.921875,0.07765908
35210,11,1418,0.848,0.779,0.1392,0.1289,0.6396,0.6409625,-0.8869201,1.0015821,-0.58190286,1.4139996294466601,-2.024822,0.38298908,0.9812064,5.988135,2.5590396e-06,0.0017459432,-2.2744534,19.12709,0.010577065
35214,11,1422,0.797,0.736,0.1691,0.1471,0.567,0.5996722,-0.8564118,1.0794669,-0.6009897,1.5248555356484497,-1.8619637,0.26543206,0.8686895,6.239215,0.000117082236,0.0015119906,-2.145518,20.772303,0.0074269734
35248,11,1456,0.7476,0.693,0.1466,0.1378,0.5464,0.6375689,-0.7328079,0.9103332,-0.5403165,1.23520063726945,-1.7960265,0.2920469,0.9505745,5.869725,0.00038722935,0.0014557863,-1.2791144,10.460581,0.01004603
35351,11,1559,0.892,0.853,0.1462,0.12024,0.707,0.5729386,-0.895956,0.74086326,-0.68621725,0.8771370093877877,-1.5173495,0.61067855,1.2234004,5.987463,-0.00043884807,0.0005671828,-0.646975,17.918434,0.0487303
35371,11,1579,0.847,0.7197,0.2029,0.1682,0.5166,0.41841564,-0.70176524,1.1845627,-0.57598984,1.5782604380279,-1.2881805,0.40984786,0.50634456,3.6210651,0.00023791779,0.0009735488,-0.22425069,6.129263,0.047671467
35450,11,1658,0.7505,0.7144,0.1422,0.1335,0.5723,0.5956586,-0.98768485,1.1084973,-0.5286639,1.58357543186125,-1.8684894,0.41835296,0.63215756,5.2039623,-0.00027161243,0.00097570167,-0.91533905,12.25203,0.0152381575
35483,11,1691,0.819,0.7783,0.2087,0.1903,0.5693,0.50125897,-0.83111334,1.1873397,-0.64886284,1.661036118201551,-1.5799376,0.2514468,0.33287096,5.0993013,-0.0005118998,0.00082151365,-0.84374726,15.950458,0.006127129
35501,11,1709,0.83,0.7983,0.212,0.1746,0.5864,0.7636528,-0.47705105,0.7402972,0.25385776,1.13120554327568,-1.4990561,0.38200352,0.5826688,6.2992444,-0.00055582164,0.0020080179,0.19535956,2.79834,0.014688052
35512,11,1720,0.961,0.942,0.2274,0.1536,0.7144,0.8251103,-0.5305425,1.1431315,0.44330454,1.98755663345834,-1.7140242,0.8875397,1.9696213,13.088406,0.00087903335,0.0017652612,0.8720477,10.244908,0.042575963
35549,11,1757,0.8984,0.8887,0.32,0.271,0.5684,0.5237401,-0.6650845,0.9699272,-0.5311314,1.2150624656478501,-1.2104472,0.35726273,1.0128303,5.3406453,0.00010821019,0.00081136986,-0.80026335,9.787498,0.05408151
35614,11,1822,0.8374,0.762,0.169,0.1448,0.5933,0.7033395,-0.97518194,0.99012446,-0.66029966,1.4750328985505416,-2.2362814,0.5656162,0.82630205,4.579948,0.00013622709,0.0020979287,-3.2228172,21.33333,0.012390898
35646,11,1854,0.8623,0.8457,0.322,0.2756,0.5234,0.544106,-0.23390985,0.8742875,-0.5427166,1.0604299718922499,-0.6569308,0.4614814,-0.8065327,6.4290304,0.00044030327,0.0015729507,2.2850478,15.0967245,0.1725951
35648,11,1856,0.846,0.705,0.135,0.1099,0.5703,0.5128037,-0.8480536,0.8388752,-0.3333945,0.96667923590873,-1.4252294,0.3918801,0.7074777,4.263958,-0.00200374,0.0016927157,0.0059876717,3.322858,0.02959803
35717,11,1925,0.841,0.814,0.1891,0.1699,0.625,0.49698505,-0.8196298,1.0810015,-0.6494497,1.4155583829257523,-1.414222,0.37015435,0.6844916,3.8615327,2.8470271e-05,0.000676489,-1.6411958,32.792862,0.033640884
35747,11,1955,0.899,0.828,0.273,0.2563,0.555,0.62269646,-0.889234,0.92099035,-0.58967507,1.235974106089654,-1.8637141,0.5582615,1.4871042,6.3016276,-0.00023283652,0.0012442642,-1.4206429,11.57261,0.03857205
35788,11,1996,0.7427,0.7295,0.1702,0.1218,0.5596,0.61307335,-0.6903542,0.88722926,-0.536919,1.16303469228037,-1.5765179,0.3035041,0.85565543,4.927382,0.00039744488,0.0013972729,-1.0255995,8.735378,0.016178604
35843,11,2051,0.972,0.9478,0.2585,0.2068,0.6895,0.80312914,-0.6506949,0.7313265,0.2718592,1.1798548651193896,-1.9319592,0.6229555,1.710525,11.576182,0.00046194682,0.0035312192,-0.72683406,3.0008242,0.012548658
35859,11,2067,0.8613,0.835,0.22,0.1709,0.615,0.5225018,-0.6885926,1.1249454,-0.68855006,1.5385102839844003,-1.2540928,0.34766492,0.7168939,4.258582,0.0004350185,0.00071881973,-1.7936146,30.819435,0.046813253
35933,11,2141,0.856,0.79,0.2761,0.2118,0.5137,0.5996081,-0.97419155,1.0325089,-0.62457305,1.4256045021648203,-2.0173748,0.41287106,0.65286106,4.457411,0.0005194047,0.0008583444,-0.8642058,17.145689,0.009848935
35943,11,2151,0.8105,0.7114,0.1392,0.122,0.5723,0.5141885,-0.8461102,0.942028,-0.5784412,1.15180656631625,-1.5612199,0.40754157,0.8490509,4.37194,0.00016575241,0.00072758534,-0.87646914,16.694674,0.02555199
35945,11,2153,0.877,0.779,0.142,0.1287,0.6367,0.48467714,-0.8905817,1.1468428,-0.61772114,1.5501603379504194,-1.5708134,0.27792874,0.7778485,5.847313,-0.00013485085,0.000791492,-2.2612205,35.020527,0.010341434
35964,11,2172,0.7383,0.709,0.184,0.1711,0.525,0.6163824,-0.44494867,0.8166813,-0.28808674,1.04689560879945,-1.0175756,0.3130743,0.15646237,3.4815936,-9.5844865e-05,0.00088019547,0.46654034,10.420637,0.049415242
35965,11,2173,0.761,0.7485,0.1791,0.1554,0.5693,0.6019738,-0.30326894,0.720018,-0.37935543,0.8807983762104401,-1.0841345,0.41623917,0.06959655,3.5472643,8.468902e-05,0.00071859325,0.5552277,14.718589,0.05885357
36071,11,2279,0.7896,0.7676,0.2411,0.2273,0.5264,0.6498406,-0.5893269,0.8890636,-0.5306653,1.21272689025332,-1.0849376,0.40005696,0.1739746,3.9903774,-0.00021456387,0.0008766556,0.73403484,13.95287,0.060541123
36142,11,2350,0.9004,0.8374,0.1481,0.1378,0.6895,0.51127326,-0.8726137,0.8425816,-0.47065106,0.9713440990495876,-1.5291846,0.47826675,1.0837693,4.9537053,0.00019494092,0.00072976766,-0.463242,10.639379,0.041146785
36206,11,2414,0.703,0.6846,0.1251,0.1143,0.5596,0.64215726,-0.66292375,0.8043993,-0.47868592,1.0594241804111977,-1.4198357,0.29655132,0.57355106,4.3458652,-0.00015072976,0.0013030338,-1.1066885,9.810431,0.016511787
36363,11,2571,0.7173,0.677,0.1595,0.1388,0.517,0.6119112,-0.72175187,0.97194743,-0.44257978,1.3191171233690449,-1.360325,0.33501273,0.69818634,4.5488114,-0.00018976824,0.0013736243,-1.0960685,11.019526,0.029729983
36370,11,2578,0.8306,0.8,0.2334,0.1987,0.5664,0.47817075,-0.89002776,1.2870512,-0.61959344,1.8851480575770028,-1.6058129,0.25308332,0.49538463,4.4072995,-0.00034232947,0.00078420533,-0.8231864,17.114475,0.0064756162
36373,11,2581,0.8394,0.794,0.2357,0.2006,0.558,0.57116604,-0.7943066,0.8694437,-0.5249359,1.0821629927189718,-1.4013693,0.39841378,0.6420128,3.831397,5.0553343e-05,0.00085670466,-0.78571683,13.350274,0.039815992
36430,11,2638,0.8296,0.7583,0.1766,0.1431,0.5815,0.5924408,-0.8451085,0.8512914,-0.59377,1.0756831492186,-1.3701848,0.632081,0.53224003,3.6745262,-0.0021850702,0.0036949115,-4.349657,31.158958,0.061523613
36482,11,2690,0.8057,0.784,0.2546,0.2386,0.5293,0.62197953,-0.68454957,0.93713844,-0.37922308,1.2650869914646545,-1.633121,0.42733562,1.097719,6.8576407,-0.00069936353,0.0014882733,-0.7300122,6.0864453,0.023225319
36544,11,2752,0.878,0.747,0.2466,0.2131,0.5005,0.47675744,-0.32296336,0.7676561,0.24130222,0.8165935444625635,-0.8487989,0.30004248,0.49736682,4.6580853,-0.00033098072,0.0010285511,-1.5400249,11.264725,0.06715527
36639,11,2847,0.8843,0.8604,0.2517,0.224,0.6084,0.5939513,-0.23222633,0.6054588,0.55268764,0.7193585052691299,-0.5756132,0.43530264,1.5451126,8.59634,0.0003095252,0.0032442142,3.6723757,20.194532,0.18132117
36703,11,2911,0.884,0.815,0.1787,0.1564,0.636,0.59073365,-0.8390066,1.1822715,-0.64931864,1.7467321449545723,-1.6427994,0.6258265,0.9497889,4.1705623,-0.00039960255,0.0018626394,-3.0801995,21.514938,0.047942236
36724,11,2932,0.8887,0.789,0.252,0.2306,0.537,0.57690394,-0.8075058,1.1144822,-0.55960983,1.574888730104364,-1.7149084,0.3831563,1.3150337,6.7643533,0.00010682421,0.00080362125,-0.72928023,14.744753,0.024558509
36742,11,2950,0.94,0.9136,0.2441,0.2151,0.6694,0.4966857,-0.80325174,0.9171886,-0.6241068,1.08793161255445,-1.2286056,0.83294356,1.0681397,5.000832,-0.00025449743,0.0005589678,-3.2396767,42.73711,0.1136348
36746,11,2954,0.832,0.736,0.1525,0.1392,0.5835,0.59683156,-0.77224624,1.0435971,-0.7098011,1.4453028181404437,-1.6636024,0.6118585,0.58126926,3.6987476,0.00010613728,0.0033150432,-2.9648974,14.568278,0.0369299
36751,11,2959,0.9106,0.8164,0.286,0.2747,0.5303,0.559894,-0.865634,1.0578798,-0.63817227,1.4325909624840403,-1.6033196,0.5346229,0.92585665,5.3264027,-0.00022893111,0.0020555228,-4.108884,30.531078,0.04081661
36832,11,3040,0.826,0.7856,0.2272,0.1757,0.5586,0.592799,-0.904966,1.189394,-0.58152735,1.766068741637,-1.8997668,0.3109015,1.2443358,7.4333415,-2.8671122e-05,0.0009372903,-0.49242544,8.822773,0.0139180105
36839,11,3047,0.8423,0.7646,0.2148,0.188,0.55,0.5030069,-0.8986114,1.0048687,-0.6259293,1.2627770456873002,-1.4944248,0.34769592,0.27937666,4.1243477,-0.00044140063,0.00073417765,-1.5354198,24.277418,0.014252645
