,layer,neuron,max_corr,min_corr,max_baseline,min_baseline,excess_corr,input_weight_norm,input_bias,output_weight_norm,in_out_sim,weight_norm_penalty,mean,var,skew,kurt,vocab_mean,vocab_var,vocab_skew,vocab_kurt,sparsity
16415,5,1055,0.811,0.726,0.1516,0.125,0.574,0.69415194,-0.8693323,0.53589165,0.2716199,0.7690267763454861,-2.0712469,0.36975855,0.8588528,7.247741,0.0006652779,0.0015667411,0.35593307,3.3561072,0.008015771
16471,5,1111,0.8076,0.703,0.1334,0.11194,0.57,1.0018775,-1.5631105,0.95651096,0.23390105,1.9186717416063717,-3.3724852,1.242608,0.18611893,3.3757474,-0.00036102574,0.0015163387,0.13839659,3.0994146,0.0041088685
16505,5,1145,0.805,0.6777,0.1561,0.1345,0.5215,0.84693164,-1.0200894,0.6047597,0.011840064,1.0830274975771796,-2.5270548,0.59939295,0.8901313,5.3380513,-8.1529084e-05,0.0014111325,0.24294165,3.5763898,0.0066154003
16542,5,1182,0.8506,0.7744,0.1669,0.1351,0.6074,0.72454727,-0.6851427,0.54612285,0.31112164,0.8232189137565753,-1.5967846,0.3619306,0.71567863,6.5347066,0.0002323555,0.0012550331,0.2203823,3.3488398,0.012384495
16548,5,1188,0.762,0.664,0.1194,0.1077,0.545,0.79433495,-1.1767175,0.65394956,0.15699932,1.0586180398156961,-2.5164146,0.6897091,0.21283394,4.2597585,0.0004445974,0.001357875,0.17169483,3.146217,0.006607544
16630,5,1270,0.8115,0.75,0.1516,0.1348,0.5986,0.6765498,-0.6542419,0.4168408,0.27907905,0.63147588442468,-1.7452393,0.40994155,0.62840885,5.778935,0.0005052287,0.001416353,0.4906001,4.107486,0.012024319
16827,5,1467,0.8613,0.7515,0.0957,0.0885,0.656,0.8863431,-1.2960826,0.9350523,0.2768324,1.6599268946529,-3.0724092,0.7028443,0.77065104,4.897308,-6.550889e-05,0.0012483468,0.08490042,3.0472882,0.0037072708
16847,5,1487,0.8564,0.662,0.1558,0.1514,0.5063,0.48349667,-0.4653613,0.6373704,0.09966228,0.640010056697249,-1.5793346,0.3069058,1.1295418,6.240243,0.0014623038,0.0017384152,-0.5225552,5.349827,0.019807523
16915,5,1555,0.778,0.7036,0.184,0.1719,0.5195,0.6566991,-0.609291,0.42710996,-0.22649653,0.6136766258720115,-1.4277955,0.5987659,0.88633704,3.9065056,0.00074625685,0.0013778933,-0.11082745,2.9724808,0.07117676
16939,5,1579,0.7905,0.755,0.1432,0.12036,0.612,0.7958146,-0.72936964,0.607204,0.3397484,1.00201757518916,-1.9020531,0.43463475,0.81023395,7.11419,-0.000583098,0.0014366951,-0.07360585,3.016114,0.012037262
16942,5,1582,0.961,0.9375,0.2822,0.2158,0.6553,0.5581927,-0.4401933,0.43649983,0.37719187,0.5021111919233189,-1.257973,0.3416144,2.7430637,19.002659,-0.000566801,0.0034702502,1.4791863,5.9893794,0.020388467
17104,5,1744,0.7715,0.656,0.1207,0.1125,0.535,0.60917985,-0.6012046,0.36259907,0.44548604,0.5025781752108874,-1.085828,0.46350288,0.3184601,3.7349794,-0.0005337173,0.0012199514,0.16700915,3.4283273,0.07365752
17419,5,2059,0.771,0.625,0.1141,0.1075,0.5107,0.91266125,-1.0653721,0.552422,0.23795728,1.1381206233355625,-2.4493823,0.6737295,0.37685114,4.0665026,-9.366491e-05,0.0012073576,0.012721646,2.955572,0.00618451
17515,5,2155,0.81,0.724,0.1287,0.1094,0.5957,0.9441705,-1.5804439,1.2352155,0.052690215,2.4172152645105003,-3.9569302,0.78542423,0.40664518,4.000554,0.00018763854,0.0011468168,-0.027230145,3.0212858,0.0008811482
17599,5,2239,0.804,0.76,0.1992,0.1715,0.5605,0.62289333,-0.63317525,0.4944854,0.11339016,0.632511911371649,-1.6826714,0.4533844,0.7118539,4.50812,2.8093285e-05,0.0011462984,0.01750409,3.044159,0.020865653
17611,5,2251,0.8677,0.851,0.1754,0.1486,0.676,0.7890613,-0.87680316,0.523469,0.30695498,0.8966375291186899,-1.9799283,0.5634994,1.0636034,7.960463,9.345266e-05,0.0013034526,0.1615598,3.2418761,0.014660191
17640,5,2280,0.8643,0.835,0.2386,0.2241,0.596,0.6284453,-0.6348076,0.46125212,0.2731836,0.6076970132965844,-1.5887911,0.4764508,1.4364511,7.509752,1.76636e-05,0.0017401372,0.22031772,3.1351938,0.03301072
17869,5,2509,0.7803,0.67,0.1458,0.1364,0.5244,0.75897926,-1.0302551,0.5694222,0.2081946,0.9002911589629876,-2.0126636,0.52141637,0.7905587,5.312182,-0.000108454195,0.0011761368,-0.045393683,3.064166,0.0131227095
18276,5,2916,0.815,0.7925,0.1952,0.1385,0.597,0.6542257,-0.5252223,0.31289688,0.46486458,0.5259157240542245,-1.2104228,0.42947862,0.9963849,5.7247314,-0.0002322304,0.0010935066,0.14862317,3.2942169,0.052874245
18313,5,2953,0.763,0.7085,0.1271,0.1044,0.5815,0.7382372,-0.82098484,0.5349813,0.23001002,0.8311991548135301,-2.2929075,0.4406508,0.7254258,5.7048154,0.00046518812,0.0013110435,0.022663655,2.9832952,0.0071491958
18326,5,2966,0.7217,0.638,0.1149,0.09644,0.5234,0.90879184,-1.2281642,0.71783733,0.032453958,1.3411930407921147,-3.1221952,0.7123599,0.1702127,3.9421177,0.00021565481,0.0012301324,0.14340664,3.1109054,0.0019331096
18385,5,3025,0.761,0.725,0.1416,0.1196,0.5835,0.66899735,-0.5451079,0.34284028,0.5284727,0.5650969118975009,-1.2246964,0.39374632,0.9822399,6.0250616,-0.00031732104,0.0010976434,0.094144754,3.2163236,0.043306265
18545,6,113,0.975,0.951,0.3833,0.3064,0.568,0.2176029,-0.62783784,0.701843,-0.5392959,0.53993461873741,-1.7122674,0.25809714,0.23556714,2.2752893,0.0009210779,0.0017097086,-0.23146775,6.2567253,0.001953125
18762,6,330,0.8066,0.692,0.154,0.1385,0.538,0.7329621,-0.8389219,0.5067831,0.37149194,0.79406255048202,-1.7394227,0.7531504,0.572901,4.442808,0.00038280975,0.0010937522,0.017714657,3.290406,0.041289993
18842,6,410,0.775,0.7246,0.1417,0.1135,0.583,0.71016014,-0.7568691,0.57764286,0.28653693,0.8379986981537992,-1.9595807,0.5046245,0.29513922,4.6507287,-0.00047075338,0.001143838,0.04626011,3.0850105,0.011593477
18894,6,462,0.773,0.6743,0.1567,0.139,0.5176,0.57565165,-0.28992516,0.50337744,0.26206324,0.584763669248676,-0.81807745,0.34976247,0.18569572,4.0155945,0.0003870976,0.0012435341,-0.07012264,3.0283544,0.0984105
19003,6,571,0.766,0.7188,0.2131,0.2017,0.506,0.62778324,-0.39266378,0.43055683,0.37916976,0.5794909802845465,-1.2296466,0.4345967,0.8680623,4.901439,-0.0028997757,0.0024888976,0.69262755,3.3941863,0.047958188
19299,6,867,0.8315,0.7744,0.2546,0.2144,0.5195,0.5634908,-0.40103865,0.37858495,0.22364084,0.46084844605114245,-1.131777,0.3488625,1.0195622,5.988838,0.00027538382,0.0016216644,0.33161363,3.519813,0.033873193
19410,6,978,0.8906,0.835,0.1687,0.1285,0.666,0.65822387,-0.5876972,0.5094244,0.45464805,0.6927718823531369,-1.4849547,0.41104934,1.0805373,7.137262,0.00027977268,0.00132895,0.642866,4.712009,0.022750266
19437,6,1005,0.8354,0.729,0.2067,0.1709,0.5225,0.6105713,-0.698398,0.53152287,0.105950885,0.655313873716727,-1.5498875,0.42146432,0.7248632,5.509438,0.000474573,0.0012590144,0.15619226,3.1937408,0.023148688
19519,6,1087,0.819,0.6655,0.138,0.1208,0.5273,0.7410718,-0.7278474,0.55570596,0.519236,0.8579965267347616,-1.7956909,0.5924942,0.5559484,5.700084,-8.8691035e-05,0.0019075467,0.58054864,3.891735,0.017997809
19636,6,1204,0.751,0.653,0.1202,0.10425,0.5327,0.7963808,-1.1918762,0.6765788,0.071207054,1.09198125121808,-3.042165,0.6036967,0.70356303,5.0254693,-0.0009933832,0.0013199537,0.200762,3.273663,0.0034065128
19852,6,1420,0.8247,0.709,0.159,0.141,0.55,0.6792108,-1.0150745,0.7539664,-0.7494055,1.0297926431656,-2.1878457,0.46722984,1.1510772,6.6509705,-8.3962215e-05,0.0012282594,-0.5275388,4.531256,0.015315843
20052,6,1620,0.8237,0.7007,0.1578,0.1459,0.543,0.66274005,-0.6961206,0.5365572,0.28722247,0.7271180027458425,-1.4878594,0.3461401,0.7930046,6.4280276,0.00012533957,0.0011998084,0.29314318,4.106799,0.014179795
20168,6,1736,0.791,0.7354,0.1449,0.1354,0.5903,0.66909784,-0.7865033,0.5984077,0.30163643,0.8057836949119557,-2.021357,0.4212199,0.6035206,5.8379884,-0.0005592317,0.0012601623,0.28367484,3.4665008,0.0055769896
20179,6,1747,0.8447,0.827,0.1997,0.1769,0.6274,0.57921267,-0.513505,0.40405685,0.2681879,0.4987492551204514,-1.323197,0.35564598,1.0446547,7.264577,0.0009198175,0.0020416041,0.50198007,3.4741814,0.024597643
20279,6,1847,0.907,0.8467,0.2988,0.2515,0.548,0.5457404,-0.48685202,0.43852282,0.29698363,0.4901348478529124,-1.2872545,0.39980128,1.3997054,7.328011,0.0006264656,0.0022177428,0.8261514,4.2151647,0.038341876
20303,6,1871,0.8896,0.825,0.149,0.1332,0.6763,0.63395804,-0.55623615,0.4102187,0.40847206,0.5701821783103316,-1.4718261,0.43075398,0.9836221,7.0257473,-0.00032459485,0.0011318476,0.16893587,3.4626122,0.021519091
20500,6,2068,0.8403,0.821,0.1765,0.1565,0.6445,0.6349048,-0.49249917,0.39933583,0.47758034,0.562573210184829,-1.3207757,0.3712022,0.62269664,5.668924,-5.276092e-06,0.0028726105,1.0027258,3.903626,0.022029929
20551,6,2119,0.7065,0.613,0.1092,0.0999,0.5034,0.7221969,-0.76405686,0.58429563,0.41455856,0.8629697456067069,-1.740058,0.47385862,0.49197865,4.79697,-0.00044570805,0.0014370059,0.5345089,4.0587807,0.016244816
20588,6,2156,0.7827,0.6943,0.1396,0.11914,0.5547,0.7134107,-0.80873215,0.47156847,0.2932656,0.7313316487726308,-1.7009765,0.49331555,0.38124663,4.698789,-0.00014230526,0.0012501318,0.019026043,3.054036,0.015461733
20982,6,2550,0.8535,0.767,0.1199,0.1087,0.6475,0.76245666,-1.0478933,0.5910998,0.23122811,0.9307391319383955,-2.2841377,0.5055747,0.79295063,6.166758,-9.741159e-05,0.0012554276,0.046854172,3.0941043,0.008432677
21116,6,2684,0.882,0.762,0.1562,0.12286,0.606,0.6683327,-0.6499714,0.49806648,0.4900963,0.6947388163888804,-1.5976844,0.38791928,1.683105,11.8217125,-6.260035e-05,0.001170715,0.13307674,3.5250607,0.016678872
21275,6,2843,0.805,0.76,0.2042,0.1554,0.5557,0.61489725,-0.60901946,0.4301758,0.41655412,0.5631498469632025,-1.2705208,0.30076435,0.7059872,5.955621,0.00085336686,0.0014189787,-0.1247957,3.1765754,0.022413261
21372,6,2940,0.955,0.928,0.2568,0.2048,0.6714,0.5749395,-0.58902836,0.47401816,0.39206216,0.5552486446700357,-1.364748,0.45817605,1.8806716,10.613924,0.00019645311,0.0035475104,1.5843657,6.4657817,0.047774907
21597,7,93,0.75,0.7295,0.1788,0.1389,0.551,0.60829175,-0.5607711,0.45627472,0.5622181,0.578205473229141,-1.053765,0.3393927,0.5399803,4.845619,0.0008647312,0.00128138,0.019479632,3.0581968,0.04810443
21676,7,172,0.9023,0.7964,0.1423,0.1086,0.6543,0.8107901,-0.68514407,0.7048892,0.55938566,1.15424937053465,-2.108233,0.6274163,0.8991187,7.3181157,0.00016478357,0.0013108392,0.1632121,3.2232318,0.012054886
21800,7,296,0.776,0.7153,0.1655,0.1355,0.55,0.6351555,-0.6318436,0.4873356,0.4349176,0.64091849620761,-1.43676,0.36455175,0.93482286,6.769123,0.0007341751,0.0021951539,0.6316111,3.7928731,0.021970743
21860,7,356,0.9414,0.917,0.352,0.284,0.565,0.54397213,-0.4911265,0.49844235,0.20342964,0.5443504544902594,-1.3594646,0.42040202,1.8806871,9.684476,0.0008961032,0.0016458102,0.21842417,3.5374904,0.034757283
21878,7,374,0.9585,0.933,0.2401,0.2151,0.693,0.64120054,-0.5082648,0.49577767,0.33447975,0.6569336305669206,-1.469091,0.46841788,1.8514861,12.796808,0.0002577763,0.0033410818,-0.541105,3.1204066,0.01900797
21884,7,380,0.797,0.658,0.1238,0.12177,0.534,0.7075782,-0.64054984,0.7648721,0.37546036,1.0856962384736502,-1.8004786,0.3852881,0.43822291,5.3691053,0.00022625978,0.0009110935,0.14452465,3.3374178,0.008051443
21894,7,390,0.942,0.931,0.3113,0.283,0.62,0.5594064,-0.36276746,0.48967424,0.33395016,0.5527163816805375,-1.3032928,0.44401845,2.3768218,13.503545,0.0011640537,0.0019297772,0.93447393,4.771361,0.02993649
21961,7,457,0.782,0.7207,0.1074,0.094,0.6133,0.8284418,-1.147906,0.8185758,0.21759821,1.35638215633288,-2.6458452,0.586894,0.4225834,4.8303747,0.0005035461,0.0014232709,0.038664706,2.9575393,0.0053495094
22139,7,635,0.7856,0.675,0.165,0.1595,0.51,0.65936023,-0.63080454,0.47024685,0.47880793,0.6558880128405754,-1.2554197,0.41730195,1.2727394,9.103921,-2.647673e-05,0.0011198854,0.019394089,3.3093202,0.037783664
22287,7,783,0.8345,0.8145,0.2003,0.1715,0.6143,0.6690558,-0.6630987,0.62120366,0.509188,0.8335296507110357,-1.4836046,0.50999767,0.9988187,6.14554,-0.0012354598,0.0021616374,0.511352,3.0219073,0.030672586
22357,7,853,0.728,0.6553,0.1124,0.095,0.543,0.6141001,-0.5548192,0.43324706,0.47728574,0.5648219478186536,-1.2664918,0.3226188,0.72961867,6.2581835,-0.0007130209,0.0012109085,0.111803316,3.2697806,0.026926799
22363,7,859,0.8687,0.8486,0.18,0.1637,0.6685,0.6544887,-0.67550397,0.5255556,0.36832735,0.70456414711905,-1.5294863,0.39245352,1.0589445,9.368642,0.00027977704,0.0016011858,0.24220121,4.0022454,0.013575951
22401,7,897,0.8184,0.755,0.1305,0.1124,0.6245,0.6762092,-0.6833807,0.6016436,0.18490514,0.8192339035855999,-1.6761086,0.4673991,0.6408849,5.0484586,0.00021715241,0.00068367907,-0.19441739,6.0416822,0.018081231
22419,7,915,0.887,0.795,0.159,0.12476,0.6357,0.68688834,-0.62437487,0.5989919,0.4537368,0.8306068878935655,-1.7107602,0.50959784,1.428048,8.208977,-0.00010650167,0.0012684391,0.114493184,3.6699893,0.027770502
22517,7,1013,0.869,0.7476,0.2241,0.198,0.5234,0.55170316,-0.2550925,0.4696967,0.5680854,0.5249913667448756,-0.7216557,0.5119234,1.354984,5.50565,-0.00050689495,0.0011221232,0.8799944,11.184903,0.14349814
22627,7,1123,0.694,0.6475,0.1228,0.10596,0.5244,0.6789332,-0.74010915,0.48320982,0.4490913,0.6944420202066725,-1.5442556,0.39958867,0.8567945,6.5776954,-0.00020599108,0.0011551252,0.1978379,3.3422852,0.018358223
22692,7,1188,0.7217,0.628,0.1229,0.10583,0.505,0.64617455,-0.6808154,0.50549644,0.34921408,0.6730681999203761,-1.5292099,0.46065423,0.81401503,4.83093,-0.0005334374,0.0012547368,0.11362707,3.405193,0.031113088
22747,7,1243,0.7686,0.7417,0.1389,0.1135,0.6025,0.669823,-0.62059337,0.43406004,0.588183,0.6370709696538015,-1.2770913,0.37004617,1.0469826,7.1126056,-0.00010105239,0.0010762287,0.052890494,3.091651,0.03351865
22771,7,1267,0.8525,0.7886,0.1724,0.1156,0.616,0.655617,-0.5529015,0.39696035,0.55233276,0.5874111701611224,-1.2461168,0.41195035,0.96898836,6.638219,-0.00021477848,0.0010877914,0.075902045,3.1255155,0.03789777
22836,7,1332,0.7725,0.7534,0.11664,0.1081,0.6367,0.7658787,-0.694448,0.48428756,0.5796278,0.8211046238844436,-1.4467316,0.40755168,1.1621784,8.289812,-0.0003121549,0.0009684523,0.7484296,11.59008,0.021840781
23150,7,1646,0.8276,0.76,0.1521,0.12274,0.6074,0.6356175,-0.5406395,0.5640525,0.5060604,0.7221648290624999,-1.4613734,0.3626862,1.1323025,6.3570776,0.00034573147,0.001244987,0.117845036,3.8421109,0.027848743
23178,7,1674,0.83,0.7974,0.133,0.1272,0.664,0.78882223,-0.8670865,0.6759369,0.4313857,1.0791312033237828,-1.8502969,0.48180202,0.6648161,5.8050785,-0.00048775642,0.0015051465,0.377363,3.9925513,0.0097972965
23244,7,1740,0.8003,0.7686,0.151,0.129,0.6177,0.64866203,-0.76690143,0.5602654,0.34507495,0.7346597476008809,-1.6587692,0.3651074,0.6905068,7.0236607,-0.0011351585,0.0013940618,0.117631756,3.3018024,0.009110351
23374,7,1870,0.767,0.676,0.1442,0.1133,0.5317,0.74888057,-0.92680264,0.6005162,0.21086442,0.9214418145859649,-2.3438246,0.5440732,0.4972989,4.289616,0.00022413903,0.0014023782,0.058094136,2.929732,0.005906165
23381,7,1877,0.7896,0.7285,0.1211,0.10364,0.6074,0.7844239,-1.2016007,0.97860056,-0.5170951,1.5729799109235234,-2.7069983,0.4657143,1.11388,8.592725,2.8833518e-05,0.0012684587,-0.0322745,3.2334998,0.0067112334
23436,7,1932,0.8916,0.7983,0.1653,0.1575,0.633,0.6881124,-0.50185627,0.6161359,0.53236,0.8531221223025698,-1.6819693,0.5369193,1.4298635,7.636557,6.827571e-05,0.0036270225,-1.0958354,5.179033,0.03889714
23566,7,2062,0.8057,0.6343,0.1321,0.111,0.502,0.7026383,-0.74490315,0.4776169,0.36671174,0.7218184837925001,-1.5794445,0.3812376,0.58686393,6.0143094,0.000178522,0.0011771559,0.08737314,3.4578385,0.012626616
23609,7,2105,0.7705,0.7515,0.1699,0.1432,0.5815,0.6367838,-0.69364136,0.5355093,0.24312939,0.69226381832893,-1.7454458,0.4157982,0.8918464,6.1400175,0.0014086362,0.002629615,0.7257995,3.7250319,0.015097314
23634,7,2130,0.7515,0.702,0.1263,0.1146,0.5757,0.68668914,-0.7002982,0.4928108,0.44096586,0.7144044595905796,-1.5132387,0.3606298,0.85441,6.704851,-7.453933e-05,0.0011986134,0.24490474,3.6735168,0.017640535
23736,7,2232,0.763,0.7188,0.1588,0.1401,0.56,0.7713665,-0.97451895,0.5233045,0.14744131,0.8688538770425,-2.243261,0.8531164,0.564524,4.245457,-0.0009422837,0.0019164607,0.39414322,3.2947624,0.023784647
23792,7,2288,0.7773,0.6777,0.1351,0.1261,0.5425,0.6999603,-0.5479603,0.53223443,0.36675417,0.7732179100535149,-1.4400961,0.30249205,0.89911306,6.260395,-0.0004204641,0.0012036696,0.167534,3.3278704,0.019827625
23905,7,2401,0.91,0.784,0.2196,0.1738,0.5645,0.65823483,-0.53764224,0.44973776,0.35346827,0.6355371441949466,-1.2858397,0.36964777,1.5391455,10.4829445,-0.00016521405,0.0010995588,0.04005106,3.3442512,0.029035486
24005,7,2501,0.7,0.656,0.1333,0.10767,0.5225,0.63561946,-0.6640936,0.50990903,0.26955625,0.6640193168062325,-1.4261074,0.37041184,0.8012762,5.8716164,-0.00038540343,0.0012113278,0.25073338,3.465973,0.022969484
24036,7,2532,0.874,0.7705,0.1449,0.1328,0.6255,0.7317862,-0.74040794,0.5620593,0.42201975,0.8514216992269301,-1.9303687,0.48000818,0.92681676,7.940748,-5.5678927e-05,0.0011816287,0.067457184,3.3170319,0.009023812
24047,7,2543,0.888,0.783,0.1691,0.155,0.6143,0.68607116,-0.7502992,0.6327763,0.34078857,0.8710994824254356,-1.6855137,0.53034747,0.81618345,5.383728,-0.0004211711,0.0012529544,0.082703486,3.3087187,0.020160284
24062,7,2558,0.9214,0.835,0.3003,0.2651,0.5347,0.6486792,-0.61129785,0.5126307,0.34543502,0.68357493909513,-1.511644,0.45265839,1.865169,11.105694,0.00024867873,0.002997168,2.3186266,12.4042845,0.023841485
24089,7,2585,0.8174,0.7495,0.1646,0.1516,0.585,0.60103863,-0.66365075,0.4732949,0.3941908,0.585255497118287,-1.2467371,0.3269866,0.72200996,6.629074,-0.000503903,0.0011648268,0.22191672,3.3770947,0.02334899
24112,7,2608,0.8115,0.691,0.134,0.12274,0.5566,0.7939753,-0.6873971,0.5175681,0.45762092,0.8982735151477002,-1.7414068,0.53316194,0.45725802,4.630413,-0.00032686058,0.001159141,0.3024079,3.8348625,0.0172397
24173,7,2669,0.8237,0.753,0.1829,0.1273,0.5703,0.6147795,-0.62877417,0.46344215,0.36468816,0.5927324600168725,-1.4353381,0.45792735,0.8004285,5.450789,0.0008112953,0.0021863119,0.1631991,2.9062023,0.034741472
24204,7,2700,0.864,0.756,0.1721,0.1298,0.584,0.71169215,-0.6670588,0.5503849,0.4177985,0.8094292545196324,-1.5610301,0.51289445,1.0077927,6.0818367,0.00035450683,0.0013895034,0.2868628,3.5557551,0.030932248
24286,7,2782,0.7046,0.655,0.12244,0.09674,0.532,0.7702408,-0.89713705,0.6025014,0.4467204,0.9562788269865998,-1.9201162,0.41783807,0.47125587,5.4909596,-0.0004489312,0.0012452496,0.18204118,3.4527166,0.0063425247
24316,7,2812,0.7197,0.6484,0.1241,0.09845,0.5244,0.7354203,-0.8976201,0.574354,0.31640077,0.8707255349680901,-2.265237,0.53737974,0.45842445,5.0618668,0.00052782666,0.0014237954,0.2612271,3.3359218,0.006475782
24372,7,2868,0.7393,0.6826,0.1501,0.135,0.532,0.6620893,-0.59499633,0.51097995,0.3749625,0.6994627504764924,-1.6868093,0.4000543,0.64940983,4.8915734,0.000102783175,0.00101804,-0.014697514,3.5189705,0.016196491
24455,7,2951,0.9253,0.903,0.348,0.2964,0.5547,0.54016167,-0.4881133,0.4730893,0.27350175,0.5155881155116789,-1.1982458,0.46440968,1.9576136,9.780071,0.0013868875,0.0012891308,0.1461958,3.4618094,0.040355828
24535,7,3031,0.9453,0.9097,0.2341,0.2079,0.676,0.6040041,-0.6951134,0.5958464,0.34053954,0.71985388520977,-1.7701976,0.4057755,2.1773143,15.0955715,-0.00020355429,0.0013104795,0.48854464,4.411481,0.01528165
24554,7,3050,0.9517,0.889,0.3582,0.3086,0.5312,0.6183457,-0.579959,0.50895965,0.39337015,0.6413913300366125,-1.165256,0.61554193,1.6267874,7.500778,-0.0011951698,0.002110603,0.23290214,3.2944326,0.079308026
24564,7,3060,0.755,0.7017,0.1333,0.1208,0.5684,0.70418185,-0.55363566,0.6437648,0.4779306,0.9103051955884625,-1.670558,0.3985414,0.5742885,5.8173957,-0.0020566138,0.00199366,0.5346238,3.4994369,0.013416312
24572,7,3068,0.8735,0.81,0.1637,0.1327,0.6465,0.7115296,-0.8767021,0.6995366,0.23183514,0.9956258264157198,-2.0292933,0.40128204,0.89162254,7.726527,0.0005901662,0.0023021498,1.1440879,6.087245,0.008028602
24590,8,14,0.796,0.7036,0.1804,0.1729,0.5234,0.6455014,-0.65905744,0.62902087,0.41705877,0.8123393122975169,-1.6156269,0.35857865,1.8156866,12.336265,-0.0009320698,0.0011607627,0.19130254,3.6698513,0.017272932
24729,8,153,0.945,0.8765,0.2742,0.2382,0.6025,0.63878614,-0.6253915,0.49897063,0.2931279,0.6570194222586965,-1.6851342,0.5328909,2.1202805,12.834,0.0004080763,0.002195088,0.7139754,4.2215734,0.02322446
24732,8,156,0.8325,0.748,0.1304,0.11316,0.6177,0.6541077,-0.7319813,0.61104155,0.39701453,0.8012286590256925,-1.5844121,0.3870774,0.7321226,7.8857,-0.0010318642,0.0013279081,0.16168477,3.5535724,0.012265087
24829,8,253,0.76,0.6597,0.131,0.1139,0.529,0.641375,-0.91215605,0.73996603,0.1486318,0.958911616178961,-2.0304227,0.4034246,0.6224173,5.5713363,0.0004512555,0.0037479787,1.158142,4.8852124,0.009063976
24882,8,306,0.858,0.7437,0.2373,0.1703,0.5063,0.5989864,-0.51083195,0.5347453,0.36293906,0.64473724325705,-1.419331,0.5412996,0.8763385,7.039838,9.649831e-05,0.0015374975,0.6298451,5.555518,0.035234097
24934,8,358,0.809,0.7866,0.1517,0.12164,0.635,0.677765,-0.66052514,0.46888393,0.562032,0.6792175350372448,-1.3230021,0.35897443,1.2527263,9.101912,-0.00039976815,0.0011301521,0.09145734,3.20126,0.026325036
24937,8,361,0.9487,0.914,0.1943,0.1567,0.7197,0.75714725,-1.0605521,0.73155594,0.4065256,1.1084460515318462,-2.0948756,0.7290398,0.1738519,6.182583,-0.0004741717,0.0034530885,1.0084432,3.6924539,0.0053387797
24973,8,397,0.747,0.65,0.1342,0.1251,0.5156,0.75485146,-1.2083186,0.74015605,0.3981188,1.117631705015734,-2.10304,0.62566745,0.58521116,4.255033,-0.00017796819,0.0017109409,0.60575,4.5952883,0.01457591
25011,8,435,0.741,0.6616,0.1553,0.1193,0.5063,0.6752684,-0.6413824,0.62830347,0.3896586,0.8507526624526008,-1.5665526,0.3628547,0.62614936,6.357844,0.0006122606,0.0024075382,2.0647821,10.4359045,0.014482319
25043,8,467,0.7305,0.654,0.1263,0.11523,0.5273,0.69975996,-0.8650685,0.6883582,0.19295338,0.9635010131264417,-1.7754229,0.55893236,0.5187802,4.476124,0.00042220572,0.0016676025,1.2858263,7.1008444,0.019661289
25145,8,569,0.7637,0.618,0.1087,0.094,0.5093,0.6714029,-0.77256393,0.5808549,0.45342314,0.78817426898242,-1.506052,0.31766152,0.8679133,6.8362346,-7.146494e-05,0.0011168831,0.069205366,3.234301,0.015393284
25156,8,580,0.694,0.626,0.1063,0.1026,0.5195,0.6460811,-0.6245676,0.53960913,0.16871902,0.7085988009565669,-1.281729,0.52154416,0.5082949,3.8094916,0.0012026537,0.0017101435,0.15056184,3.0756927,0.056739014
25173,8,597,0.89,0.8174,0.2225,0.1875,0.5947,0.65129995,-0.6182334,0.7230288,0.53520745,0.9469622704994425,-1.2835616,0.5879596,0.86872876,4.7901955,-0.0008270077,0.0016905321,-0.10607211,3.3797045,0.06451594
25228,8,652,0.8965,0.7837,0.1442,0.1039,0.6396,0.79222333,-1.1435763,0.88544863,0.4502415,1.4116370809651657,-2.2841222,0.61491203,0.6452605,7.648966,-0.0013606423,0.0015075939,0.2040333,3.3585887,0.0063249147
25343,8,767,0.7783,0.6787,0.171,0.1565,0.508,0.6193205,-0.65313256,0.56018823,0.2510852,0.6973687347507829,-1.4163333,0.43296415,0.9483408,6.353234,0.0011659903,0.0023104113,0.59922385,4.015048,0.026858984
25405,8,829,0.7866,0.701,0.1775,0.1437,0.5234,0.6465091,-0.83054817,0.602544,0.43248814,0.7810332883188099,-1.4424065,0.48443758,0.5804602,5.2030926,-0.001383937,0.0015553805,0.7621992,5.2821913,0.023089977
25635,8,1059,0.773,0.6636,0.148,0.10583,0.5156,0.7017395,-0.9810842,0.70817554,0.3177326,0.9939509213145417,-2.004133,0.42492482,0.5671208,5.9558573,-0.00019968532,0.0011853151,0.10386912,3.5947108,0.0065160966
25739,8,1163,0.7466,0.6577,0.1373,0.1249,0.5205,0.59326434,-0.6829204,0.533193,0.32806143,0.6362573523646355,-1.3662515,0.3887769,0.90013134,5.5819974,-0.0004114161,0.0011501828,0.36954793,4.7192674,0.03360486
25810,8,1234,0.8423,0.8022,0.1328,0.1167,0.6694,0.7056918,-0.8599616,0.61347246,0.38145983,0.8743493757656916,-1.735113,0.44991073,0.9086024,7.740025,0.0009498483,0.0018454295,1.2381436,6.2262197,0.013420026
25860,8,1284,0.899,0.858,0.2925,0.2522,0.5654,0.5921135,-0.68804383,0.63590676,0.24995276,0.7549758042959476,-1.2717215,0.42267984,1.4644886,8.98152,0.00062573835,0.0011989363,0.22409211,3.6481988,0.02907112
25862,8,1286,0.8574,0.833,0.1942,0.1542,0.6387,0.70706725,-0.6860086,0.52406734,0.35924822,0.7745906728772382,-1.3585392,0.35609356,1.073061,7.9587107,0.00072795304,0.0013085613,0.047810297,3.2307584,0.021393673
